source_type,TX_x,TX_y,TX_z,moment,azimuth,dip,RX_x,RX_y,RX_z
Electric_Dipole_Source,0,0,0,1,0,0,300,0,0
Electric_Dipole_Source,0,0,0,1,0,0,300,0,100
Electric_Dipole_Source,0,0,0,1,0,0,300,0,200
Electric_Dipole_Source,0,0,0,1,0,0,300,0,300
Electric_Dipole_Source,0,0,0,1,0,0,300,0,400
Electric_Dipole_Source,0,0,0,1,0,0,300,0,500
Electric_Dipole_Source,0,0,0,1,0,0,300,0,600
Electric_Dipole_Source,0,0,0,1,0,0,300,0,700
Electric_Dipole_Source,0,0,0,1,0,0,300,0,800
Electric_Dipole_Source,0,0,0,1,0,0,300,0,900
Electric_Dipole_Source,0,0,0,1,0,0,300,0,1000
Electric_Dipole_Source,0,0,0,1,0,0,300,0,1100
Electric_Dipole_Source,0,0,0,1,0,0,300,0,1200
Electric_Dipole_Source,0,0,0,1,0,0,300,0,1300
Electric_Dipole_Source,0,0,0,1,0,0,300,0,1400
Electric_Dipole_Source,0,0,0,1,0,0,300,0,1500
Electric_Dipole_Source,0,0,0,1,0,0,300,0,1600
Electric_Dipole_Source,0,0,0,1,0,0,300,0,1700
Electric_Dipole_Source,0,0,0,1,0,0,300,0,1800
Electric_Dipole_Source,0,0,0,1,0,0,300,0,1900
Electric_Dipole_Source,0,0,0,1,0,0,300,0,2000
Electric_Dipole_Source,0,0,0,1,0,0,300,0,2100
Electric_Dipole_Source,0,0,0,1,0,0,300,0,2200
Electric_Dipole_Source,0,0,0,1,0,0,300,0,2300
Electric_Dipole_Source,0,0,0,1,0,0,300,0,2400
Electric_Dipole_Source,0,0,0,1,0,0,300,0,2500
Electric_Dipole_Source,0,0,0,1,0,0,300,0,2600
Electric_Dipole_Source,0,0,0,1,0,0,300,0,2700
Electric_Dipole_Source,0,0,0,1,0,0,300,0,2800
Electric_Dipole_Source,0,0,0,1,0,0,300,0,2900
Electric_Dipole_Source,0,0,0,1,0,0,300,0,3000
